#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-03-27T20:39:24 [V7.4.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-03-27T20:39:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/622/A149/tablec1&-order=I&-out=RAJ2000&-out=DEJ2000&-out=Otype&-out=Jmag&-out=Hmag&-out=Ksmag&-out=Class&-out=ClassFlag&-out=SimbadName&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36220149
#Name: J/A+A/622/A149
#Title: Vienna survey in Orion. III. (Grossschedl+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/a+a/622/a149	    IVOID of underlying data collection
#INFO	creator=Grossschedl J.E.	    First author or institution
#INFO	cites=bibcode:2019A&A...622A.149G	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/622/A149	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36220149	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-08-26	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_622_A149_tablec1:
#Name: J/A+A/622/A149/tablec1
#Title: Catalog of YSO candidates and rejected YSOs
#Column	RAJ2000	(A12)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A13)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Otype	(a22)	Object Type as given in SIMBAD	[ucd=src.class]
#Column	Jmag	(F7.4)	? J magnitude from VISTA	[ucd=phot.mag;em.IR.J]
#Column	Hmag	(F7.4)	? H magnitude from VISTA	[ucd=phot.mag;em.IR.H]
#Column	Ksmag	(F7.4)	? Ks magnitude from VISTA	[ucd=phot.mag;em.IR.K]
#Column	Class	(A4)	YSO classification (9)	[ucd=meta.code.class]
#Column	ClassFlag	(I1)	[1/4] Flag to distinguish between candidates (10)	[ucd=meta.code]
#Column	SimbadName	(a24)	Simbad column added by the CDS	[ucd=meta.id]
RAJ2000	DEJ2000	Otype	Jmag	Hmag	Ksmag	Class	ClassFlag	SimbadName
05 34 13.053	-05 33 48.428	Orion_V*              	14.5350	13.7260	13.1370	D   	1	[MGM2012] 1451
05 34 13.201	-05 33 53.546	Orion_V*              	12.6720	11.9000	11.4500	D   	1	[MGM2012] 1448
05 34 13.460	-05 55 41.757	Flare*                	12.5240	11.7320	11.4240	D   	1	[MGM2012] 1126
05 34 17.883	-03 33 35.464	Flare*                	13.5790	12.9080	12.6450	D   	2	V* V1217 Ori
05 34 13.514	-05 35 38.621	Orion_V*              	13.0080	11.8710	11.3230	D   	1	[MGM2012] 1408
05 34 13.777	-05 00 04.055	pMS*                  	14.7140	14.0510	13.7060	D   	1	[MGM2012] 2452
05 34 13.840	-05 07 59.307	Irregular_V*          	13.5970	12.9180	12.6670	D   	1	[MGM2012] 2331
05 34 13.882	-05 35 36.725	Irregular_V*          	13.9230	13.1600	12.6980	D   	1	[MGM2012] 1409
05 34 14.161	-05 36 54.230	pMS*                  	 8.9930	 8.6280	 8.2790	D   	1	[MGM2012] 1381
05 34 14.204	-05 42 21.016	Orion_V*              	12.2960	11.4060	10.9870	TD  	1	[MGM2012] 1278
05 34 14.689	-04 53 54.612	pMS*                  	17.4450	15.4050	14.3970	AD  	1	[MGM2012] 2533
05 34 14.714	-05 53 07.551	pMS*                  	13.3670	12.6750	12.3820	D   	1	[MGM2012] 1153
05 34 15.255	-05 04 51.697	pMS*                  	12.6980	12.0350	11.6760	D   	1	[MGM2012] 2387
05 34 15.667	-05 32 24.143	Orion_V*              	12.4670	11.3210	10.5620	D   	1	[MGM2012] 1488
05 34 15.715	-05 28 39.273	pMS*                  	16.3510	15.5860	15.4140	TD  	1	[MGM2012] 1596
05 34 15.748	-06 36 04.632	Ae*                   	10.5920	 9.6470	 8.9660	D   	1	[MGM2012] 832
05 34 15.890	-06 34 32.643	YSO                   	15.3160	13.7860	12.6410	F   	1	HOPS 197
05 34 16.345	-04 49 27.069	pMS*                  	13.0660	12.4290	12.1570	TD  	1	WISE J053416.34-044927.1
05 34 16.461	-05 36 45.554	Orion_V*              	 9.7010	 9.1500	 8.6880	D   	1	[MGM2012] 1383
05 34 16.564	-05 47 38.495	YSO                   	       	       	       	fuzz	3	[MGM2012] 1203
05 34 16.586	-03 57 22.672	Orion_V*              	11.0930	10.4060	10.0600	TD  	1	[MGM2012] 2816
05 34 16.873	-05 04 21.053	Flare*                	11.5510	10.6860	10.3510	D   	1	[MGM2012] 2397
05 34 16.948	-06 32 49.765	Orion_V*              	14.8040	13.9460	13.1570	D   	1	[MGM2012] 850
05 34 17.049	-04 48 03.593	Orion_V*              	13.4990	12.1890	11.2480	D   	1	[MGM2012] 2633
05 34 17.303	-05 22 48.043	pMS*                  	14.0800	13.4960	13.1610	AD  	1	[MGM2012] 1875
05 34 17.788	-04 18 10.351	Orion_V*              	14.2930	13.7260	13.3110	AD  	2	V* V1940 Ori
05 34 18.112	-05 28 33.531	Orion_V*              	12.9800	11.8640	11.3330	D   	1	[MGM2012] 1602
05 34 18.237	-04 28 34.431	pMS*                  	10.2600	 9.6480	 9.4620	TD  	1	[MGM2012] 2759
05 34 18.224	-06 02 00.028	pMS*                  	14.7610	14.1400	13.7980	D   	1	[MGM2012] 1072
05 34 18.333	-06 54 25.844	Orion_V*              	12.5070	11.8760	11.5370	D   	2	V* V1171 Ori
05 34 18.564	-05 04 47.920	Ae*                   	 9.6730	 8.9560	 8.4660	D   	1	[MGM2012] 2389
05 34 18.674	-05 37 08.052	Orion_V*              	13.1560	12.5080	12.0840	D   	1	[MGM2012] 1373
05 34 18.826	-04 34 22.733	pMS*                  	14.6520	13.8330	13.3560	D   	1	[MGM2012] 2737
05 34 19.547	-05 30 19.842	Orion_V*              	11.0280	10.0890	 9.4510	D   	1	[MGM2012] 1548
05 34 19.890	-03 50 47.770	pMS*                  	15.4220	14.8380	14.4720	D   	1	[MGM2012] 2818
05 34 20.432	-06 31 15.168	pMS*                  	14.2000	13.6420	13.3040	D   	1	[MGM2012] 857
05 34 20.524	-05 18 45.082	Orion_V*              	13.9810	12.3930	11.4170	D   	1	[MGM2012] 2070
05 34 20.682	-04 35 01.900	Orion_V*              	13.1450	12.3780	12.1020	D   	1	[MGM2012] 2733
05 34 20.618	-05 23 27.292	YSO                   	       	       	16.1540	fuzz	3	[MGM2012] 1839
05 34 20.746	-05 30 48.678	Flare*                	12.1060	11.3560	11.1050	D   	1	WISE J053420.74-053047.3
05 34 21.259	-04 50 32.677	pMS*                  	13.8920	13.0420	12.7380	TD  	1	[MGM2012] 2585
05 34 21.388	-04 55 15.080	pMS*                  	15.7420	14.5610	12.8060	TD  	1	HOPS 100
05 34 21.547	-05 25 23.361	pMS*                  	       	17.4900	16.6180	fuzz	3	[MGM2012] 1728
05 34 21.896	-05 15 30.515	Orion_V*              	13.8800	12.9380	12.4980	D   	1	[MGM2012] 2189
05 34 22.090	-05 01 34.587	Em*                   	13.4420	12.8500	12.5820	D   	1	[MGM2012] 2431
05 34 22.985	-04 41 39.249	Orion_V*              	11.8320	11.0260	10.7160	D   	1	[MGM2012] 2696
05 34 23.167	-06 19 41.035	pMS*                  	13.9230	13.2970	13.0550	D   	1	[MGM2012] 965
05 34 50.134	-05 19 59.915	pMS*                  	14.6230	14.0330	13.7080	AD  	1	[MGM2012] 2010
05 34 23.423	-04 16 45.856	pMS*                  	14.4090	13.8050	13.5150	D   	1	[MGM2012] 2794
05 34 23.441	-04 52 52.959	pMS*                  	       	20.1660	17.8150	fuzz	3	[MGM2012] 2552
05 34 23.966	-05 28 34.752	pMS*                  	14.0360	13.4250	13.0270	D   	1	[MGM2012] 1598
05 34 24.770	-04 27 33.169	pMS*                  	14.2040	13.6680	13.3030	D   	1	[MGM2012] 2764
05 34 25.414	-04 56 55.046	Orion_V*              	11.7660	11.0370	10.7140	AD  	1	[MGM2012] 2493
05 34 25.523	-06 16 30.902	pMS*                  	14.6890	14.0170	13.7220	AD  	1	[MGM2012] 983
05 34 25.546	-05 37 02.186	Flare*                	13.5750	12.9240	12.6050	D   	1	[MGM2012] 1375
05 34 25.661	-05 21 57.598	pMS*                  	13.6740	13.0480	12.7590	AD  	1	[MGM2012] 1914
05 34 25.733	-04 56 55.463	pMS*                  	11.9130	11.2590	10.7230	D   	1	[MGM2012] 2492
05 34 25.878	-04 56 27.444	Flare*                	12.1830	11.3410	10.9130	D   	1	[MGM2012] 2499
05 34 26.162	-05 26 30.386	Orion_V*              	11.1690	 9.9790	 9.1470	D   	1	[MGM2012] 1680
05 34 26.453	-05 37 40.635	Orion_V*              	16.7210	14.5900	13.1520	F   	1	HOPS 36
05 34 26.756	-05 41 57.297	pMS*                  	12.8540	12.1230	11.8560	D   	1	[MGM2012] 1284
05 34 26.793	-05 28 32.156	Irregular_V*          	12.4510	11.6130	11.4210	TD  	1	[MGM2012] 1605
05 34 26.831	-06 26 25.823	pMS*                  	13.8350	13.1390	12.9640	TD  	1	[MGM2012] 883
05 34 26.981	-05 18 03.265	Orion_V*              	13.6350	12.5620	11.7800	AD  	2	V* V1958 Ori
05 34 27.429	-05 00 26.310	pMS*                  	14.3750	13.7610	13.4860	D   	1	[MGM2012] 2449
05 34 27.649	-04 57 05.175	Orion_V*              	13.6100	12.8010	11.9620	D   	1	[MGM2012] 2490
05 34 27.672	-05 37 19.214	Orion_V*              	13.1550	11.4150	10.1820	D   	2	V* V1962 Ori
05 34 27.927	-05 26 34.634	Orion_V*              	12.2320	11.2640	10.6540	F   	1	[MGM2012] 1676
05 34 28.009	-05 13 36.321	pMS*                  	16.1150	15.1980	14.6040	D   	1	[MGM2012] 2229
05 34 28.074	-05 05 21.830	pMS*                  	14.0610	13.4070	13.0530	D   	1	[MGM2012] 2375
05 34 28.193	-04 13 08.578	pMS*                  	14.7020	14.0910	13.7530	AD  	1	[MGM2012] 2801
05 34 28.210	-05 26 39.734	pMS*                  	13.6030	12.9270	12.6130	AD  	1	[MGM2012] 1671
05 34 28.519	-05 24 57.873	Flare*                	11.1440	10.3400	 9.9480	D   	1	[MGM2012] 1750
05 34 28.521	-05 35 17.399	pMS*                  	       	19.1860	15.9630	D   	1	[MGM2012] 1413
05 34 28.567	-05 30 32.510	Irregular_V*          	14.6060	14.0270	13.6810	D   	1	[MGM2012] 1538
05 34 28.817	-07 15 15.668	Orion_V*              	13.5730	12.6530	12.4400	TD  	2	V* V1964 Ori
05 34 28.936	-05 08 38.446	pMS*                  	14.5310	14.0070	13.4390	D   	1	[MGM2012] 2316
05 34 28.967	-05 23 48.033	pMS*                  	13.9770	13.3870	13.1470	AD  	1	[MGM2012] 1811
05 34 29.069	-06 38 51.759	Flare*                	11.9300	11.2500	11.0140	TD  	1	[MGM2012] 819
05 34 29.259	-05 14 39.735	Orion_V*              	10.9600	 9.9510	 9.4260	D   	1	[MGM2012] 2206
05 34 29.629	-05 35 46.203	YSO                   	       	       	17.6110	I   	1	HOPS 41
05 34 29.489	-05 13 55.174	Orion_V*              	12.5500	11.1880	10.4330	D   	1	[MGM2012] 2222
05 34 29.476	-06 19 55.232	pMS*                  	18.2250	16.8950	15.9400	G   	3	[MGM2012] 963
05 34 29.501	-04 55 30.627	YSO                   	       	       	       	0   	1	HOPS 99
05 34 29.545	-04 45 02.681	Flare*                	12.7450	11.8210	11.2170	D   	1	[MGM2012] 2664
05 34 29.624	-05 03 07.354	Orion_V*              	13.9920	13.2500	12.4600	D   	1	[MGM2012] 2411
05 34 29.600	-05 47 24.690	Flare*                	12.6440	11.8920	11.6980	TD  	1	[MGM2012] 1206
05 34 29.785	-04 51 47.692	Orion_V*              	12.8120	11.7810	10.9100	D   	1	[MGM2012] 2566
05 34 30.057	-04 49 50.642	Orion_V*              	12.0060	11.2650	10.9640	TD  	1	[MGM2012] 2598
05 34 30.233	-04 58 37.894	pMS*                  	14.1880	13.5530	13.2320	D   	1	[MGM2012] 2473
05 34 30.247	-05 11 48.180	Orion_V*              	11.6160	10.5220	 9.8360	D   	1	[MGM2012] 2260
05 34 30.482	-05 21 56.014	pMS*                  	14.2600	13.5900	13.1740	D   	1	[MGM2012] 1916
05 34 30.641	-04 35 52.641	Orion_V*              	12.5350	11.5660	11.2250	D   	1	[MGM2012] 2728
05 34 30.700	-04 12 02.131	pMS*                  	16.5380	15.7600	15.0120	G   	3	[MGM2012] 2802
05 34 30.836	-04 22 20.654	pMS*                  	15.5300	14.9940	14.6510	D   	1	[MGM2012] 2776
05 34 30.965	-05 58 03.603	Orion_V*              	14.1250	13.4920	13.1560	TD  	1	[MGM2012] 1098
05 34 31.139	-05 21 55.882	Orion_V*              	12.3830	11.4790	11.1580	D   	1	[MGM2012] 1917
05 34 31.679	-05 28 26.892	Orion_V*              	12.7260	11.8360	11.3850	AD  	1	[MGM2012] 1608
05 34 31.702	-03 51 51.350	pMS*                  	10.4360	 9.7460	 9.5650	D   	1	[MGM2012] 2817
05 34 32.019	-05 27 42.634	Orion_V*              	13.4150	12.0680	11.4660	D   	1	[MGM2012] 1637
05 34 32.229	-05 41 48.429	Orion_V*              	13.6540	12.9960	12.7600	TD  	1	[MGM2012] 1293
05 34 32.616	-06 57 10.824	YSO                   	17.4800	16.6880	15.8760	G   	3	[MGM2012] 730
05 34 32.659	-05 21 07.430	Orion_V*              	12.5280	11.6520	11.3670	D   	1	[MGM2012] 1960
05 34 32.764	-04 58 46.696	pMS*                  	13.7720	13.1650	12.8530	D   	1	[MGM2012] 2470
05 34 33.013	-05 44 39.657	Orion_V*              	14.1060	13.3780	13.0580	AD  	1	[MGM2012] 1242
05 34 33.053	-06 35 23.376	pMS*                  	15.7460	15.2170	14.8190	D   	1	[MGM2012] 835
05 34 33.194	-06 14 28.706	pMS*                  	15.2090	14.6030	14.2980	D   	1	[MGM2012] 999
05 34 33.504	-05 42 53.139	pMS*                  	 9.0680	 9.0200	 9.0090	TD  	1	[MGM2012] 1269
05 34 33.573	-05 22 08.755	pMS*                  	13.2600	12.4930	12.1780	D   	1	[MGM2012] 1908
05 34 33.607	-06 11 19.455	pMS*                  	13.8730	13.2750	12.9270	TD  	1	[MGM2012] 1016
05 34 33.719	-05 40 22.750	pMS*                  	12.7370	12.0890	11.7470	D   	1	[MGM2012] 1317
05 34 33.830	-05 27 18.153	pMS*                  	13.2630	12.5960	12.2770	TD  	1	[MGM2012] 1648
05 34 33.958	-05 34 51.218	Orion_V*              	11.8560	10.8860	10.4230	TD  	1	[MGM2012] 1430
05 34 34.005	-06 32 09.676	Orion_V*              	15.8380	14.5250	12.8460	D   	1	[MGM2012] 852
05 34 33.960	-05 48 24.852	Orion_V*              	13.3730	12.6790	12.4340	D   	1	[MGM2012] 1197
05 34 33.944	-05 28 24.509	*inNeb                	10.1170	 9.5690	 9.3610	AD  	2	Brun 302
05 34 34.084	-04 58 50.013	pMS*                  	17.9640	16.7140	15.5830	G   	3	[MGM2012] 2468
05 34 34.168	-04 48 27.888	Flare*                	12.6760	11.9380	11.7200	TD  	1	[MGM2012] 2619
05 34 34.169	-05 05 16.986	pMS*                  	13.3900	12.6890	12.4060	D   	1	[MGM2012] 2377
05 34 34.464	-05 03 06.929	*inNeb                	 9.6950	 9.6400	 9.5520	AD  	2	HD 294265
05 34 34.684	-06 08 27.837	Flare*                	13.8490	13.0110	12.4180	TD  	1	[MGM2012] 1035
05 34 35.065	-05 37 00.535	pMS*                  	14.5200	13.9170	13.5670	D   	1	[MGM2012] 1377
05 34 35.113	-04 48 35.861	*inCl                 	13.3990	12.8210	12.4940	AD  	2	2MASS J05343511-0448358
05 34 35.124	-06 44 53.307	pMS*                  	13.6520	13.0560	12.7860	D   	1	[MGM2012] 779
05 34 35.162	-04 52 18.017	Orion_V*              	14.7670	13.2460	12.0070	F   	1	HOPS 102
05 34 35.198	-05 34 32.199	Orion_V*              	12.7630	11.9240	11.4910	D   	1	[MGM2012] 1436
05 34 35.437	-05 39 58.187	YSO                   	       	17.2570	15.5470	0   	1	HOPS 32
05 34 35.614	-05 43 48.133	pMS*                  	16.4970	14.7550	13.9270	D   	1	[MGM2012] 1257
05 34 35.758	-05 40 09.447	Orion_V*              	12.7510	11.9300	11.5980	D   	1	[MGM2012] 1320
05 34 35.978	-04 52 18.049	Orion_V*              	13.9150	13.3330	12.8600	D   	1	[MGM2012] 2560
05 34 36.144	-06 05 34.677	Orion_V*              	12.2410	11.3920	10.8010	D   	1	[MGM2012] 1050
05 34 36.215	-04 23 34.694	                      	15.3800	14.7030	14.4370	AD  	2	VISION J05343621-0423347
05 34 36.308	-06 16 24.354	pMS*                  	14.0700	13.4170	13.1070	D   	1	[MGM2012] 985
05 34 36.543	-05 36 17.142	Orion_V*              	11.4020	10.6650	10.4110	TD  	1	[MGM2012] 1397
05 34 36.969	-04 49 10.973	pMS*                  	14.4250	13.3910	12.8660	D   	1	[MGM2012] 2609
05 34 37.100	-05 31 08.932	Orion_V*              	12.5150	11.4870	10.9420	D   	1	[MGM2012] 1516
05 34 37.466	-05 34 51.930	Orion_V*              	11.8070	10.8020	10.1740	D   	1	[MGM2012] 1428
05 34 37.529	-05 41 17.332	pMS*                  	11.6860	10.7680	10.3080	D   	1	[MGM2012] 1300
05 34 37.568	-05 43 10.660	Orion_V*              	12.4390	11.5110	11.2090	D   	1	[MGM2012] 1267
05 34 37.715	-04 48 57.633	pMS*                  	13.2050	12.2530	11.8980	TD  	1	[MGM2012] 2611
05 34 38.164	-05 05 17.163	Orion_V*              	14.4340	13.7590	13.3850	D   	1	[MGM2012] 2376
05 34 38.220	-05 24 23.680	Orion_V*              	12.7330	11.9450	11.7750	TD  	1	[MGM2012] 1779
05 34 38.739	-05 04 05.683	pMS*                  	15.6810	15.0990	14.7180	D   	1	[MGM2012] 2406
05 34 38.793	-04 39 36.963	Orion_V*              	14.0970	13.5060	13.4580	AD  	2	V* V1998 Ori
05 34 38.932	-05 57 53.598	pMS*                  	13.6670	13.0570	12.6520	D   	1	[MGM2012] 1102
05 34 39.113	-05 34 02.273	Irregular_V*          	13.6110	12.9310	12.4580	D   	1	[MGM2012] 1445
05 34 39.126	-04 02 09.524	Flare*                	12.5240	11.7880	11.6530	AD  	1	[MGM2012] 2813
05 34 39.214	-06 21 39.391	YSO                   	14.4870	13.9620	13.6450	AD  	2	2MASS J05343920-0621394
05 34 39.197	-05 04 52.949	pMS*                  	16.6490	15.1080	14.2650	D   	1	[MGM2012] 2386
05 34 39.246	-04 53 23.097	pMS*                  	16.7010	14.7850	13.8010	AD  	1	[MGM2012] 2543
05 34 39.376	-05 01 46.668	Em*                   	12.8750	12.2520	11.9380	AD  	2	2MASS J05343937-0501467
05 34 39.860	-05 30 06.662	Orion_V*              	12.1530	11.4350	10.5680	D   	1	[MGM2012] 1555
05 34 39.882	-06 25 14.031	Orion_V*              	14.6810	13.5290	12.9540	F   	1	HOPS 199
05 34 39.985	-05 30 04.372	Irregular_V*          	12.2320	11.4680	10.7060	D   	2	ISOY J053439.99-053004.4
05 34 39.991	-05 10 07.060	Irregular_V*          	 9.0810	 8.8290	 8.7500	AD  	2	[H97b] 21328
05 34 39.966	-04 50 47.579	pMS*                  	14.0800	13.0370	12.5820	D   	1	[MGM2012] 2582
05 34 40.075	-05 40 09.382	Orion_V*              	 9.8770	 9.0990	 8.6220	D   	1	[MGM2012] 1319
05 34 40.196	-06 05 32.218	pMS*                  	16.1470	15.4620	14.9990	D   	1	[MGM2012] 1051
05 34 40.260	-05 45 08.814	Orion_V*              	15.2950	14.2670	13.6700	D   	1	[MGM2012] 1232
05 34 54.397	-05 17 21.163	pMS*                  	12.9510	12.3230	12.0390	AD  	1	[MGM2012] 2121
05 34 40.476	-04 57 39.543	Orion_V*              	12.8170	12.2390	11.8340	TD  	1	[MGM2012] 2480
05 34 40.645	-05 06 58.648	Orion_V*              	13.3900	12.3390	11.5630	D   	1	[MGM2012] 2350
05 34 40.817	-05 26 38.730	Orion_V*              	12.6810	11.6720	11.1350	TD  	1	VISION J05344082-0526387
05 34 40.832	-05 28 09.501	pMS*                  	12.6020	11.9240	11.5870	D   	1	WISE J053440.82-052809.4
05 34 40.864	-05 22 42.329	Orion_V*              	10.5290	 9.4580	 8.5990	D   	1	[MGM2012] 1884
05 34 40.830	-05 31 42.529	YSO                   	       	15.9590	       	0   	1	HOPS 50
05 34 40.934	-05 26 00.019	Orion_V*              	13.1790	12.0400	11.6140	D   	1	[MGM2012] 1706
05 34 41.177	-05 46 11.621	Orion_V*              	12.2420	11.3580	10.8260	D   	1	[MGM2012] 1218
05 34 41.172	-05 50 21.319	pMS*                  	15.8920	15.2990	14.9140	AD  	1	[MGM2012] 1181
05 34 41.308	-05 44 03.398	pMS*                  	20.6130	16.3310	13.8060	AD  	1	[MGM2012] 1252
05 34 41.427	-04 39 13.785	Orion_V*              	13.3150	12.4770	12.2040	D   	1	[MGM2012] 2713
05 34 41.462	-05 47 56.129	Flare*                	11.1880	10.4930	10.0960	TD  	1	[MGM2012] 1201
05 34 41.709	-05 26 52.979	Flare*                	12.5370	11.6580	11.1370	D   	1	[MGM2012] 1663
05 34 41.727	-05 36 48.721	Irregular_V*          	13.9430	13.3040	12.9090	D   	1	[MGM2012] 1382
05 34 41.731	-05 53 36.515	pMS*                  	15.3140	14.7360	14.3770	D   	1	[MGM2012] 1150
05 34 41.784	-04 53 46.229	Orion_V*              	12.3110	11.4210	11.0350	D   	1	[MGM2012] 2535
05 34 41.869	-05 55 02.599	pMS*                  	15.0660	14.4830	14.1380	D   	1	[MGM2012] 1140
05 34 41.853	-04 56 58.342	pMS*                  	14.2220	13.6000	13.3100	AD  	1	[MGM2012] 2491
05 34 41.885	-04 53 38.270	Orion_V*              	12.1960	11.4150	11.0360	TD  	1	[MGM2012] 2537
05 34 41.971	-05 45 22.460	Orion_V*              	14.1760	12.9930	12.6360	D   	1	[MGM2012] 1229
05 34 41.988	-05 45 00.576	pMS*                  	13.3690	12.7270	12.4450	D   	1	[MGM2012] 1236
05 34 41.957	-05 21 32.049	pMS*                  	14.1480	13.4410	13.0820	D   	1	[MGM2012] 1938
05 34 56.672	-05 14 52.355	pMS*                  	14.8460	13.7630	13.2190	AD  	1	[MGM2012] 2200
05 34 42.044	-05 04 31.673	Orion_V*              	13.8400	13.2040	12.7380	D   	1	[MGM2012] 2394
05 34 42.192	-05 33 03.513	Orion_V*              	14.1550	12.8240	11.8970	D   	1	HOPS 46
05 34 42.356	-04 24 46.747	pMS*                  	15.1720	14.6160	14.2120	D   	1	[MGM2012] 2773
05 34 42.443	-05 43 25.498	pMS*                  	13.3270	12.5720	12.2850	TD  	1	[MGM2012] 1262
05 34 42.482	-05 22 46.192	pMS*                  	14.2590	13.5900	13.2020	AD  	1	[MGM2012] 1877
05 34 42.736	-05 28 37.548	Orion_V*              	11.6780	10.8030	10.4360	D   	1	[MGM2012] 1597
05 34 42.829	-05 41 19.946	pMS*                  	       	18.3990	15.3990	star	3	[MGM2012] 1299
05 34 43.144	-05 44 40.008	Flare*                	12.3100	11.6210	11.1790	D   	1	WISE J053443.14-054440.1
05 34 43.160	-06 27 14.583	pMS*                  	12.7630	12.1190	11.8670	D   	1	WISE J053443.16-062714.6
05 34 43.459	-05 14 42.575	pMS*                  	14.6950	14.0370	13.7930	AD  	1	[MGM2012] 2205
05 34 43.517	-04 51 36.357	pMS*                  	12.8190	12.0890	11.7790	TD  	1	[MGM2012] 2569
05 34 43.554	-05 58 10.292	Orion_V*              	13.8610	13.0980	12.5110	D   	1	[MGM2012] 1096
05 34 43.562	-04 48 20.743	pMS*                  	15.0050	14.4080	14.0950	AD  	1	[MGM2012] 2624
05 34 43.975	-04 39 38.421	Orion_V*              	13.7970	13.1610	12.8500	D   	1	[MGM2012] 2712
05 34 43.989	-05 41 26.936	YSO                   	       	       	17.7950	I   	1	HOPS 30
05 34 44.093	-03 59 46.490	pMS*                  	18.0240	16.9990	16.1850	G   	3	[MGM2012] 2815
05 34 44.318	-04 53 00.748	pMS*                  	15.9530	15.2480	14.8320	AD  	1	[MGM2012] 2551
05 34 44.487	-05 24 38.440	pMS*                  	13.5330	12.7940	12.4190	D   	1	[MGM2012] 1765
05 34 44.704	-04 46 57.280	Orion_V*              	16.2380	14.4900	13.3980	D   	1	[MGM2012] 2645
05 34 44.743	-05 33 42.159	Ae*                   	12.6410	11.5510	10.8510	D   	1	[MGM2012] 1452
05 34 44.767	-04 56 40.861	Orion_V*              	13.7710	12.8450	12.3100	D   	1	[MGM2012] 2496
05 34 44.775	-04 54 05.053	pMS*                  	14.1730	13.5290	13.1870	AD  	1	[MGM2012] 2530
05 34 44.801	-05 22 38.528	pMS*                  	15.4780	14.8580	14.4380	D   	1	[MGM2012] 1886
05 34 59.557	-05 24 00.201	BYDra                 	12.4780	11.6950	11.3580	AD  	1	VISION J05345956-0524002
05 34 44.888	-05 12 31.778	pMS*                  	15.2870	14.2810	13.7560	D   	1	[MGM2012] 2248
05 34 44.977	-05 06 49.517	Orion_V*              	11.8750	11.0020	10.6640	D   	1	[MGM2012] 2352
05 34 45.003	-04 55 59.299	pMS*                  	13.5970	12.2370	11.3480	D   	1	[MGM2012] 2503
05 34 45.065	-05 06 20.190	Orion_V*              	13.6300	12.5920	12.1420	D   	1	[MGM2012] 2357
05 34 45.085	-04 21 45.371	pMS*                  	16.1280	15.1800	14.6000	D   	1	[MGM2012] 2779
05 34 45.188	-05 10 47.636	Orion_V*              	12.1830	11.3360	10.7040	D   	1	[MGM2012] 2277
05 34 45.220	-05 39 57.098	Orion_V*              	15.4080	14.2010	12.6800	D   	1	HOPS 33
05 34 45.458	-06 17 44.397	pMS*                  	16.2220	15.6340	15.2430	D   	1	[MGM2012] 978
05 34 45.482	-05 20 06.479	pMS*                  	15.0100	14.3090	13.8430	AD  	1	[MGM2012] 2004
05 34 45.631	-05 26 55.362	YSO                   	15.8780	15.1780	15.0920	D   	1	[MGM2012] 1662
05 34 45.739	-05 43 43.684	Flare*                	12.7000	12.0410	11.4300	TD  	1	[MGM2012] 1259
05 34 45.874	-05 41 09.686	Orion_V*              	12.2430	11.3320	11.0210	TD  	1	[MGM2012] 1304
05 34 45.961	-05 22 50.681	pMS*                  	14.4480	13.6060	13.1600	AD  	1	[MGM2012] 1873
05 34 46.084	-04 48 45.651	pMS*                  	17.7540	16.9500	16.1090	UG  	4	[MGM2012] 2613
05 34 46.255	-04 47 14.552	pMS*                  	13.8680	12.7470	12.2990	TD  	1	[MGM2012] 2641
05 34 46.290	-05 39 07.707	Orion_V*              	10.8780	 9.8350	 9.2350	D   	1	[MGM2012] 1337
05 34 46.432	-04 52 31.351	pMS*                  	15.6580	14.0180	13.2170	AD  	1	[MGM2012] 2555
05 34 46.568	-05 23 25.587	Orion_V*              	12.6300	11.6500	11.0910	D   	1	[MGM2012] 1838
05 34 46.694	-05 21 24.669	pMS*                  	13.8490	13.0840	12.7790	AD  	1	[MGM2012] 1944
05 34 46.772	-05 26 04.824	Orion_V*              	13.7890	12.4460	11.7090	D   	1	[MGM2012] 1699
05 34 46.790	-05 21 29.100	Orion_V*              	13.3410	12.4160	11.9740	D   	1	[MGM2012] 1939
